text,seg_label,cls_label,ner_label
中信地产高级策划经理舒畅,B I I I B I I I I I B I,房产,B-company I-company I-company I-company B-position I-position I-position I-position I-position I-position B-name I-name
主持人：各位新浪乐居的网友，大家好！首先感谢各位网友关注我们近期的年终新项目的开盘动向，,B I I O B I B I I I O B I O B I O O B I B I B I B I B I B I B I O B I O B I O B I B I O,房产,B-position I-position I-position O O O B-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
均价22000元/平米，项目位于亦庄经济技术开发区北环西路企业文化园对面。预计2011年底入住。,B I O O O O O O O B I O B I B I B I I I I I I I I I I I I I I I I I I I O B I O O O O B I B I O,房产,O O O O O O O O O O O O O O O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O O O O
梨园农贸市场方便了周边群众购物；妇幼保健医院、颐年护理院、通州新华医院、,B I I I I I B I O B I B I B I O B I I I I I O B I I I I O B I I I I I O,房产,B-address I-address I-address I-address I-address I-address O O O O O O O O O O B-address I-address I-address I-address I-address I-address O B-address I-address I-address I-address I-address O B-address I-address I-address I-address I-address I-address O
新城公园提供了休闲养生的场所；家乐福、易初莲花、贵友大厦、白惠福购物中心，,B I I I B I O B I B I O B I O B I I O B I I I O B I I I O B I I I I I I O,房产,B-address I-address I-address I-address O O O O O O O O O O O B-address I-address I-address O B-address I-address I-address I-address O B-address I-address I-address I-address O B-address I-address I-address I-address I-address I-address I-address O
中建国际港项目落座于大兴新城核心，京港地铁4号线枣园站上，紧邻大兴规格最高的城市主干道—兴华大街，,B I I I I B I B I O B I I I B I O B I I I I I I I I I I O B I B I B I B I O B I B I I O B I I I O,房产,B-address I-address I-address I-address I-address O O O O O B-address I-address I-address I-address O O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O B-address I-address O O O O O O O O O O O B-address I-address I-address I-address O
润泽公馆的项目总经理李战先生，润泽公馆项目营销总监田丰先生。,B I I I O B I I I I B I B I O B I I I B I I I I I B I B I O,房产,B-address I-address I-address I-address O B-position I-position I-position I-position I-position B-name I-name O O O B-address I-address I-address I-address B-position I-position I-position I-position I-position I-position B-name I-name O O O
链家地产和中原地产。,B I I I O B I I I O,房产,B-company I-company I-company I-company O B-company I-company I-company I-company O
掌声欢迎北京润泽庄苑房地产开发有限公司总经理封屹先生、副总经理王英女士、副总经理李剑瑛女士、,B I B I B I I I I I I I I I I I I I I B I I B I B I O B I I I B I B I O B I I I B I I B I O,房产,O O O O B-company I-company I-company I-company I-company I-company I-company I-company I-company I-company I-company I-company I-company I-company I-company B-position I-position I-position B-name I-name O O O B-position I-position I-position I-position B-name I-name O O O B-position I-position I-position I-position B-name I-name I-name O O O
专家指出，香河区域处在环渤海经济圈、京津冀都市圈和环首都经济圈三大经济圈的交汇地，区域潜力无限。,B I B I O B I I I B I B B I I I I O B I I I I I O B I I I I I B I B I I O B I O O B I B I B I O,房产,B-position I-position O O O B-address I-address I-address I-address O O O B-address I-address I-address I-address I-address O B-address I-address I-address I-address I-address I-address O B-address I-address I-address I-address I-address I-address O O O O O O O O O O O O O O O O O
地铁一站式直达西单、中关村等商圈。项目由十三栋住宅楼、一栋商业楼和一栋幼儿园组成，,B I B I I B I B I O B I I O B I O B I O B I O B I I O B I B I I O B I B I I B I O,房产,O O O O O O O B-address I-address O B-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O O O O O O O
中建地产等大型知名房企入驻。王府井百货入驻大兴火神面商业街区，,B I I I O B I B I B I B I O B I I I I B I B I I I I I I I I O,房产,B-company I-company I-company I-company O O O O O O O O O O B-company I-company I-company I-company I-company O O B-address I-address I-address I-address I-address I-address I-address I-address I-address O
地点：王府井新华书店——软件区,B I O B I I I I I I I I I I I,房产,O O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address
金融街等核心区域，且京藏、京包两条高速穿行而过，也大大提升了交通的便捷性。,B I I O B I B I O B B I O B I B I B I B I O O O O B I B I O B I O B I I O,房产,B-address I-address I-address O O O O O O O B-address I-address O B-address I-address O O O O O O O O O O O O O O O O O O O O O O
且邻4000亩国际企业文化公园和18洞高尔夫球场，独占都市绿肺之核；传承,O O O O O O O B I I I I I I I O B I I I I I I I O B I B I B I B I O B I,房产,O O O O O O O B-address I-address I-address I-address I-address I-address I-address I-address O B-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O O O O
项目位于大兴亦庄东南五环和京津塘交汇处东南角。目前在售，在售户型为二、三层88平米两居、,B I B I B I I I I I I I I I I I I I I I I I O B I B I O B I B I O O O B I O O B I B I O,房产,O O O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O
2米的超大面宽、3.05米的超高层高等别墅级产品质素区域再无它处。据夏威夷水岸1号相关营销人员介绍，,O O O B I B I O O O O O O O B I I B I B I O B I B I B I O O O O O O B I I I I O O B I B I B I B I O,房产,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-address I-address I-address I-address I-address O O O O O O O O O O O
文化创意、高端休闲度假等诸多高端业态，在不久将来，燕郊区域内将涌现航天科技中心、太空体验基地、,B I B I O B I B I B I O B I B I B I O O B I B I O B I I I O O B I B I I I I I O B I I I I I O,房产,O O O O O O O O O O O O O O O O O O O O O O O O O B-address I-address I-address I-address O O O O B-company I-company I-company I-company I-company I-company O B-scene I-scene I-scene I-scene I-scene I-scene O
作为潮白河休闲旅游度假区的核心，项目傍依7条连接北京的快速通道及轻轨燕郊首站，具有发达的立体交通网，,B I B I I I I I I I I I O B I O B I B I O O B I B I O B I I I O B I B I B I O B I B I O B I B I I O,房产,O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O O O O B-address I-address O O O O O O O O O O O O O O O O O O O O O O O O
软件研发企业中心、创意工场等一大批主题园区、休闲娱乐商务配套等全功能型服务区。综合区域发展历史来看，,B I I I I I I I O B I I I O B I I B I B I O B I B I B I B I O O B I I B I I O B I B I B I B I B I O,房产,B-address I-address I-address I-address I-address I-address I-address I-address O B-address I-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
并积极与房山政府合作发展，共同提升房山整体生活质量。用房山当地人的话来说：“万科来了，名企来了，,O B I O B I I I B I B I O B I B I B I B I B I B I O O B I B I I B I B I O O B I O O O B I O O O,房产,O O O O B-government I-government I-government I-government O O O O O O O O O O O O O O O O O O O B-address I-address O O O O O O O O O B-company I-company O O O O O O O O
、中国房山世界地质公园和中国北京农业生态谷五大园区等重大项目，给房山带来了巨大的投资吸引力。,O B I I I I I I I I I O B I I I I I I I I I I I I O B I I I O O B I B I O B I O B I B I I O,房产,O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O B-address I-address O O O O O O O O O O O O
通过城市主干道西旺路可以非常方便通过京开高速到达城市核心西单、金融街区域。项目周边拥有已经建成的3.,B I B I B I I B I I B I B I B I B I B I B I B I B I I I B I O B I I B I O B I B I B I B I B I O O O,房产,O O O O O O O B-address I-address I-address O O O O O O O O O O O O O O O O O O B-address I-address O B-address I-address I-address O O O O O O O O O O O O O O O O
驱车不足半小时即可到达。15分钟经济圈内，分布着上地信息产业基地、中关村科技园、大望京商务区、,B I B I B I I B I B I O O O B I B I I O O B I O B I I I I I I I O B I I I I I O B I I I I I O,房产,O O O O O O O O O O O O O O O O O O O O O O O O B-address I-address I-address I-address I-address I-address I-address I-address O B-address I-address I-address I-address I-address I-address O B-address I-address I-address I-address I-address I-address O
位于八达岭高速与北清路交界处，作为距离市中心最近的别墅项目之一，园墅拥有便捷的交通条件。,B I B I I I I I I I I I I I O B I B I B I I B I O B I B I B I O B I B I B I O B I B I O,房产,O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O O B-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O
首先我们邀请中弘北京像素销售总监龙坤先生致辞。,B I B I B I B I I I I I B I I I B I B I B I O,房产,O O O O O O B-company I-company I-company I-company I-company I-company B-position I-position I-position I-position B-name I-name O O O O O
主持人：我们也欢迎获奖者将来到北京工作，希望您能成为中弘。北京像素的好业主，,B I I O B I O B I B I I O B I B I B I O B I O O B I B I I I I I I O O B I O,房产,B-position I-position I-position O O O O O O O O O O O O B-address I-address O O O O O O O O O B-company I-company I-company I-company I-company I-company I-company O O O O O
主持人：这个中弘北京像素送房信息是朋友转发给你的吗？,B I I O B I B I I I I I B I B I O B I B I I O O O O,房产,B-position I-position I-position O O O B-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O
接下来我们有请新浪乐居北京公司副总经理袁晓龙先生解读一下新浪乐居和中弘北京像素这次合作的初衷。,B I I B I O O B I I I I I I I B I I I B I I B I B I B I B I I I O B I I I I I B I B I O B I O,房产,O O O O O O O B-company I-company I-company I-company I-company I-company I-company I-company B-position I-position I-position I-position B-name I-name I-name O O O O O O B-company I-company I-company I-company O B-company I-company I-company I-company I-company I-company O O O O O O O O
同时对中奖者也表示恭喜。万能微博送房活动是我们新浪乐居总经理罗军先生发起的创意，,B I O B I I O B I B I O B I B I I O B I O B I B I I I B I I B I B I B I O B I O,房产,O O O O O O O O O O O O O O O O O O O O O O O B-company I-company I-company I-company B-position I-position I-position B-name I-name O O O O O O O O
办公用地集中入市，春节前交通14号线、16号线车站将正式开工，在北京市政府对“南城”,B I B I B I B I O B I O B I O O B I O O O B I B I O B I B I O O B I I I I O O B I O,房产,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-government I-government I-government I-government I-government O O O O O
中国铁建•青秀城，地处南三环畔玉泉营桥西南角，地段价值无可复制：,B I I I I I I I O B I B I I I I I I I I I I O B I B I B I B I O,房产,B-address I-address I-address I-address I-address I-address I-address I-address O O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O O
京开高速方便畅达到达金融街、三里河、丽泽商务区；。,B I B I B I B I B I B I I O B I I O B I I I I O O,房产,O O O O O O O O O O B-address I-address I-address O B-address I-address I-address O B-address I-address I-address I-address I-address O O
你想去北京最近的净海吗？你想去赏美丽的芷锚湾吗？你想去玩碧海、蓝天、白沙滩吗？,O O O B I B I O B I O O O O O O B I O B I I O O O O O O B I O B I O B I I O O,房产,O O O B-address I-address O O O B-scene I-scene O O O O O O O O O B-scene I-scene I-scene O O O O O O O O O O O O B-scene I-scene I-scene O O
3、围绕万亩滨河公园/长阳体育公园/湿地公园等资源对其园林展开讨论。,O O B I B I I I I I O B I I I I I O B I I I O B I O O B I B I I I O,房产,O O O O B-scene I-scene I-scene I-scene I-scene I-scene O B-scene I-scene I-scene I-scene I-scene I-scene O B-scene I-scene I-scene I-scene O O O O O O O O O O O O
风景这边独好。临香山主峰魏公愁，西郊全景尽收眼底。,B I B I B I O B I I B I B I I O B I B I B I I I O,房产,O O O O O O O B-scene I-scene I-scene O O B-scene I-scene I-scene O B-scene I-scene O O O O O O O
经过公众投票，英国德比市新建的一条环城路，正式定名为“劳拉-克劳馥路”。,B I B I B I O B I I I I B I O B I B I I O B I B I O O B I I I I I I O O,房产,O O O O O O O B-address I-address I-address I-address I-address O O O O O O O O O O O O O O O B-address I-address I-address I-address I-address I-address I-address O O
英国德比市环城公路正式定名为劳拉路,B I I I I I I I I B I B I O B I I,房产,B-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O O B-address I-address I-address
，江都(今扬州西南23公里，东汉末圮于长江)建县，隶属于江都国。“江都”之名，始见于史。,O B I I I I I I I I I I I I I I I I I I I I I I O B I I B I O O O B I O B I O O B I O O,房产,O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O O O O O O O O O O O O
2、签到地点：广州市寺右新马路4号之8长城大厦3楼,O O B I B I O B I I I I I I I I I I I I I I I I I,房产,O O O O O O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address
地点位于上海市徐汇区漕宝路88号上海光大会展中心西馆三楼展厅，届时入场不需门票，,B I B I B I I I I I I I I I I I I I I I I I I I I I I I I I O B I B I B I B I O,房产,O O O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O O
五矿万科·如园紧邻百望山森林公园、香山森林公园。山上草木种类繁多，空气中富含负氧离子，游于其间，,B I I I I I I B I B I I I I I I O B I I I I I O B I B I B I B I O B I O B I B I I I O B I B I O,房产,B-address I-address I-address I-address I-address I-address I-address O O B-scene I-scene I-scene I-scene I-scene I-scene I-scene O B-scene I-scene I-scene I-scene I-scene I-scene O O O O O O O O O O O O O O O O O O O O O O O O O
政协副主席姜之厚、团市委书记彭志国出席此次活动。,B I B I I B I I O B I I I I B I I B I B I B I O,房产,B-government I-government B-position I-position I-position B-name I-name I-name O B-position I-position I-position I-position I-position B-name I-name I-name O O O O O O O
一座崭新的光耀东方广场出现在了北京西客站的东北面。,B I B I O B I B I I I B I O O B I I I I O B I I O,房产,O O O O O O O O O O O O O O O B-address I-address I-address I-address I-address O O O O O
更名为“光耀东方广场”。,B I O O B I I I I I O O,房产,O O O O B-address I-address I-address I-address I-address I-address O O
远洋一方的项目负责人告诉记者，在最近的认购者者中许多是老业主二次购买或介绍亲友置业，“,B I I I O B I B I I B I B I O O B I O B I O O O B I O O B I B I B I O B I B I B I O O,房产,B-address I-address I-address I-address O O O O O O O O B-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
12日祥云湾工地将再次盛大开放，届时欢迎所有新老业主前来参观看房。,O O O B I I B I O B I B I B I O B I B I B I B I B I B I B I B I O,房产,O O O B-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O O O O O O
记者29日从财政部获悉，中央财政已于近日下达2009年中央财政廉租住房保障专项补助资金70亿元。,B I O O O O B I I B I O B I I I O O B I B I O O O O O B I I I B I B I B I B I B I B I O O B I O,房产,B-position I-position O O O O B-government I-government I-government O O O B-government I-government I-government I-government O O O O O O O O O O O B-government I-government I-government I-government O O O O O O O O O O O O O O O O O
而“光耀东方广场”销售的成功，无疑令光耀东方集团一线城市“投资并购”的战略站稳了根脚。,O B I I I I I I I B I O B I O B I O B I I I I I B I B I O B I B I O O B I B I O B I O,房产,O B-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O B-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O
而另一方面，“光耀东方广场”销售成功后，为海淀区政府贡献了两亿多元的税收。,O B I I I O B I I I I I I I B I B I O O O B I I I I B I O O B I I O B I O,房产,O O O O O O B-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O B-government I-government I-government I-government I-government O O O O O O O O O O O
“光耀东方广场”被证明成功后，李贵斌在与企业员工私下交流时，曾经说过：“收购和盘活烂尾楼，,B I I I I I I I O B I B I O O B I I O O B I B I B I B I O O B I O O O O B I O B I B I I O,房产,B-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O B-name I-name I-name O O O O O O O O O O O O O O O O O O O O O O O O O O O
北京市市长郭金龙在会议上表示，要以建设保障性安居工程为契机，推动北京房地产业的结构调整。,B I I B I B I I O B I O B I O O O B I B I I B I I I O B I O B I B I B I I I O B I I I O,房产,B-address I-address I-address B-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
住房和城乡建设部副部长郭允冲在会议上表示，北京市住房保障体系已经有了比较成熟的管理办法，“,B I I I I I I I B I I B I I O B I O B I O B I I B I B I I I B I O O B I B I O B I B I O O,房产,B-government I-government I-government I-government I-government I-government I-government I-government B-position I-position I-position B-name I-name I-name O O O O O O O B-address I-address I-address O O O O O O O O O O O O O O O O O O O O O
记者昨日从住房和城乡建设部网站获悉，住建部联合发改委、财政部联合印发的《2009-,B I B I O B I I I I I I I B I B I O B I I B I B I I O B I I B I B I O O O O O O O,房产,B-position I-position O O O B-government I-government I-government I-government I-government I-government I-government I-government O O O O O B-government I-government I-government O O B-government I-government I-government O B-government I-government I-government O O O O O O O O O O O
今天上午8时不到，青蓝大厦一楼就已经聚集了不少参加摇号选房的居民，,B I I I O O B I O B I I I I I O B I B I O B I B I B I B I O B I O,房产,O O O O O O O O O B-address I-address I-address I-address I-address I-address O O O O O O O O O O O O O O O O O O
19日，武汉市国土房产局举行新闻发布会，武汉市住房保障管理中心主任冷山德说，,O O O O B I I I I I I I B I B I B I I O B I I I I I I I I I I B I B I I O O,房产,O O O O B-government I-government I-government I-government I-government I-government I-government I-government O O O O O O O O B-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government B-position I-position B-name I-name I-name O O
经调查发现，6人的申请材料系伪造，购房资格被取消。有关方面表示，将追查此事，如有公务员涉案，,O B I B I O O O O B I I I O B I O B I B I O B I O B I B I B I O O B I B I O O O B I I B I O,房产,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-position I-position I-position O O O
结果摇中的124名市民中，有6人的购房资格证明编号是连号。有专家计算出，这样的几率是千万亿分之一。,B I B I O O O O O B I O O O O O O B I B I B I B I O O O O O B I B I O O B I O B I O B I I O B I O,房产,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-position I-position O O O O O O O O O O O O O O O O O
此外，郑州市城市规划局副局长逯军就此事接受记者采访时曾语出惊人：“你是准备替党说话，,B I O B I I I I I I I B I I B I O B I B I B I B I O O B I I I O O O O B I B I B I O,房产,O O O B-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization B-position I-position I-position B-name I-name O O O O O B-position I-position O O O O O O O O O O O O O O O O O O O
2004年，郑州市政府将西岗村的41.761亩土地划拨给了河南天荣置业有限公司建设经济适用房。,O O O O O O B I I I I O B I I O O O O O O O O B I I I O O B I I I I I I I I I B I B I B I I O,房产,O O O O O O B-government I-government I-government I-government I-government O B-address I-address I-address O O O O O O O O O O O O O O B-company I-company I-company I-company I-company I-company I-company I-company I-company I-company O O O O O O O O
有记者询问：“你们自己编的程序自己用，还自己保管，如何保证公平？”武汉市住房保障管理中心负责人称，,O B I B I O O B I B I O O B I B I O O O B I B I O B I B I B I O O B I I I I I I I I I I B I I O O,房产,O B-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government B-position I-position I-position O O
民政部门都作出审核意见后，他们一般都会通过。他们无法对申请人的户口、收入等条件进行详细的审核和调查。,B I I I O B I B I B I O O B I B I O O B I O B I B I O B I I O B I O B I O B I B I B I O B I O B I O,房产,B-government I-government I-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
武昌区徐东花市内的一家中介公司老板告诉记者，“可以帮忙弄到武青四干道经济适用房丽华苑”，“,B I I I I I I I O B I B I B I B I B I B I O O B I B I O O B I I I I B I B I I B I I O O O,房产,B-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O B-position I-position O O B-position I-position O O O O O O O O B-address I-address I-address I-address I-address O O O O O B-address I-address I-address O O O
武汉市国土房产局有关负责人介绍，想申请《武汉市城镇居民购买经济适用住房资格证明》，应当过街道办、,B I I I I I I I B I B I I B I O O B I B I I I I I I I I I I I I I I I I I I I I O B I O B I I O,房产,B-government I-government I-government I-government I-government I-government I-government I-government O O O O O O O O O O O B-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book O O O O B-government I-government I-government O
摇号软件出自哪里？昨日，武汉市国土房产局二级单位武汉市国土房产测绘中心承认：摇号软件由他们组织开发。,B I B I B I B I O B I O B I I I I I I I I I I I I I I I I I I I I I I B I O B I B I O B I B I B I O,房产,O O O O O O O O O O O O B-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government O O O O O O O O O O O O O O O
口区民政局最低生活保障管理服务中心审批。,B I I I I I I I I I I I I I I I I B I O,房产,B-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government O O O
广州市房管局局长谢晓丹透露，广州正在研究经济适用房货币补贴政策，,B I I I I I B I B I I B I O B I B I B I B I B I I B I B I B I O,房产,B-government I-government I-government I-government I-government I-government B-position I-position B-name I-name I-name O O O B-address I-address O O O O O O O O O O O O O O O O
新京报：6月15日，北京市住建委发布房屋拆迁补偿意见规定，今后，,B I I O O O O O O O B I I I I I B I B I B I B I B I B I O B I O,房产,B-book I-book I-book O O O O O O O B-government I-government I-government I-government I-government I-government O O O O O O O O O O O O O O O O
某大型连锁房产经纪公司负责人告诉记者，以前该公司内部就曾有员工做过此事，但当时公司层面并不知情。,O B I B I B I B I B I B I I B I B I O B I O B I B I O O O B I B I B I O O B I B I B I O B I I O,房产,O O O O O O O O O O O B-position I-position I-position O O B-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
武汉市一位大型连锁房产经纪公司负责人告诉记者。,B I I B I B I B I B I B I B I B I I B I B I O,房产,O O O O O O O O O O O O O O O B-position I-position I-position O O B-position I-position O
一位曾参与北京回龙观经济适用房小区建设监理的人士告诉记者，他们单位负责营建的楼盘开盘之前，,B I O B I B I I I I I I I I I I I B I B I O B I B I B I O B I B I B I B I O B I B I B I O,房产,O O O O O B-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address I-address O O O O O O O O O B-position I-position O O O O O O O O O O O O O O O O O
一位熟知内情的房产经纪人对记者说，六连号事件的余家头小区在摇号之前，中介受理的购房申请太多，,B I B I B I O B I I I I O B I O O B I I B I O B I I I I O B I B I O B I B I O B I B I O O O,房产,O O O O O O O B-position I-position I-position I-position I-position O B-position I-position O O O O O O O O B-address I-address I-address I-address I-address O O O O O O O O O O O O O O O O O O
武汉市某房产中介店长刘先生告诉记者，比如街道办事处在家访核实或公示时，没有监督；,B I I O B I B I B I B I I B I B I O B I B I I I I O B I B I O B I O O B I B I O,房产,B-address I-address I-address O O O O O B-position I-position O O O O O B-position I-position O O O B-government I-government I-government I-government I-government O O O O O O O O O O O O O O O
给予其行政撤职处分；对已查明在经济适用房资格审查过程中，严重失职的?口区房产局局长吴晓国免职，同时，,B I O B I B I I I O O O B I O B I B I I B I B I B I O O B I B I O O B I I I I B I B I I B I O B I O,房产,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-government I-government I-government I-government I-government B-position I-position B-name I-name I-name O O O O O O
分管武汉市经济适用房工作的市国土房产局副局长朱志强负有重要领导责任，责令停职检查；,B I B I I B I B I I B I O B I I I I I B I I B I I B I B I B I B I O B I B I I I O,房产,O O B-address I-address I-address O O O O O O O O B-government I-government I-government I-government I-government I-government B-position I-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O
刘胜君在武昌区房产局摇号预演现场，瞒过他人将该作弊软件程序装入摇号电脑中，当晚，,B I I O B I I I I I B I B I B I O B I B I O O B I B I I I B I B I B I O O B I O,房产,B-name I-name I-name O B-government I-government I-government I-government I-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
在武汉市政协召开的重点提案督办会上，武汉市国土资源和房产管理局有关负责人介绍，,O B I I I I B I O B I B I B I B I O B I I I I I I O B I I I I B I B I I B I O,房产,O B-government I-government I-government I-government I-government O O O O O O O O O O O O B-government I-government I-government I-government I-government I-government I-government O B-government I-government I-government I-government I-government O O O O O O O O
据广州市国土房管局新闻发言人黄文波介绍，目前广州市还剩余有1000多套限价房。在此前限价房销售中，,O B I I I I I I I B I B I I B I I B I O B I B I I O B I O O O O O B I B I O O O B I B I O B I O O,房产,O B-government I-government I-government I-government I-government I-government I-government I-government O O O O O B-game I-game I-game O O O O O B-address I-address I-address O O O O O O O O O O O O O O O O O O O O O O O O
这一组织由住建部牵头，国家发改委、财政部、民政部、国家民委、监察部、国土资源部、环境保护部、,B I B I B B I I B I O B I I I I O B I I O B I I O B I I I O B I I O B I I I I O B I I I I O,房产,O O O O O B-government I-government I-government O O O B-government I-government I-government I-government I-government O B-government I-government I-government O B-government I-government I-government O B-government I-government I-government I-government O B-government I-government I-government O B-government I-government I-government I-government I-government O B-government I-government I-government I-government I-government O
海淀区民政局昨日消息，《海淀区接收成年孤儿安置办法》近日出台。,B I I I I I B I B I O B I I I I I I I I I I I I I I B I B I O,房产,B-government I-government I-government I-government I-government I-government O O O O O B-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book I-book O O O O O
已将情况反映给了住房保障部门和工商部门。,O O B I B I O O B I I I I I O B I I I O,房产,O O O O O O O O B-government I-government I-government I-government I-government I-government O B-government I-government I-government I-government O
年初，广州市国土部门便透露出消息，将逐步解决剩余几个限价房地块的问题，而解决的方式，,B I O B I I I I B I O B I O B I O O B I B I B I B I B I O B I O B I O O B I O B I O,房产,O O O B-government I-government I-government I-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
不久前，广州市国土资源和房屋管理局以“国有建设用地使用权性质调整”名义，重新挂出出让公告，,B I I O B I I I I I I I I I I I I O O B I B I B I B I I B I B I O B I O B I B I B I B I O,房产,O O O O B-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O
广州，限价房最早诞生的地方，也许将是它终结的开始。日前，广州市国土部门宣布，,B I O B I O B I B I O B I O B I O O O B I O B I O B I O B I I I I I I B I O,房产,B-address I-address O O O O O O O O O O O O O O O O O O O O O O O O O O B-government I-government I-government I-government I-government I-government O O O O
许多人蜂拥抢购，最终不得不采取摇珠排号的方式销售。一对普通的公务员夫妇，,B I O B I B I O B I B I I B I B I B I O B I B I O B I B I O B I I B I O,房产,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-position I-position I-position O O O
其中，为经济适用房试点街道——北太平庄街道和青龙桥街道审核备案家庭调配222套，两居室147套，,B I O O B I B I I B I B I O O B I I I I I O B I I I I B I B I B I B I O O O O O B I I O O O O O,房产,O O O O O O O O O O O O O O O B-address I-address I-address I-address I-address I-address O B-address I-address I-address I-address I-address O O O O O O O O O O O O O O O O O O O O O
由此，中国房地产经理人联盟秘书长陈云峰建议，应立法明确监管检查违规出租的主体。,B I O B I I I I I I I I I B I I B I I B I O O B I B I B I B I B I B I O B I O,房产,O O O B-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization I-organization B-position I-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O O O O
中国房地产经理人联盟秘书长陈云峰认为，正因为当初经适房的审核不严，,B I I I I I I I I I I I I B I I B I O O B I B I B I O O B I B I O,房产,B-position I-position I-position I-position I-position I-position I-position I-position I-position I-position I-position I-position I-position B-name I-name I-name O O O O O O O O O O O O O O O O O
有专家建议立法明确监管检查违规出租的主体，并加强购买者后期资产的监管，以填补目前政策中的空白。,O B I I I B I B I B I B I B I B I O B I O O B I B I I B I B I O B I O O B I B I B I O O B I O,房产,O B-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
另有专家提议经适房以租代售。在今年5月召开的市保障性安居工程工作会议上，,B I B I B I B I B I O B I O O B I O O B I O O B I I B I I I B I B I O O,房产,O O B-position I-position O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
他认为，住房保障部门人力有限，不可能掌握全市各个地区、如此之多经适房的出租问题。,O B I O B I I I I I B I B I O O B I B I B I B I B I O B I B I I B I O B I B I O,房产,O O O O B-government I-government I-government I-government I-government I-government O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
